year,country,region,latitude,longitude,date,remote_sale,salesman_position,product_type,product_subtype,number_of_sales,distance_travelled_in_KM,sales_amount_in_dollars,unit_price
2014,Thailand,Southeast Asia,6.407824,101.855243,2014-8-15,NO,junior,semiconductors,premium,479,1989.317169488607,78857.15622746618,164.62871863771647
2014,India,South Asia,33.878226,74.947168,2014-8-16,NO,senior,energy,standard,428,2021.553867155834,56082.25053398579,131.0332956401537
2014,Turkey,Middle East & North Africa,38.455659000000004,40.647401,2014-8-19,NO,junior,energy,premium,466,1997.7061804315797,73548.92645456066,157.83031428017307
2014,China,East Asia,37.646312,120.478149,2014-8-20,YES,junior,energy,standard,602,0.0,116916.33529629753,194.2131815553115
2014,Nigeria,Sub-Saharan Africa,7.986876,10.9807,2014-8-24,NO,junior,semiconductors,used,629,1981.599086210573,80063.64124175851,127.28718798371781
2014,Nigeria,Sub-Saharan Africa,7.986876,10.9807,2014-8-24,YES,senior,gold,premium,692,0.0,129798.15134784055,187.56958287260196
2014,Thailand,Southeast Asia,6.7709660000000005,101.088646,2014-8-28,NO,junior,energy,standard,653,2042.934153677798,95706.15745550662,146.5637939594282
2014,Egypt,Middle East & North Africa,31.276393,34.239936,2014-9-2,NO,junior,automotive,standard,415,1992.9681762389444,70452.31553907847,169.76461575681557
2014,Nigeria,Sub-Saharan Africa,9.460844,9.882425999999999,2014-9-6,NO,senior,automotive,standard,518,1992.7408339622014,85540.33335173062,165.13577867129462
2014,Nigeria,Sub-Saharan Africa,10.906252,12.089171,2014-9-7,NO,VP,automotive,used,579,2016.4309226241091,96340.20709051567,166.39068582127058
2014,Nigeria,Sub-Saharan Africa,10.568346,13.320896,2014-9-7,NO,junior,energy,used,591,1980.6565385143883,96751.81800891126,163.70865991355544
2014,Nigeria,Sub-Saharan Africa,12.003485000000001,6.418151,2014-9-9,NO,senior,semiconductors,standard,579,1989.6936720347728,44217.47326606677,76.36869303293052
2014,Nigeria,Sub-Saharan Africa,12.275292,6.929635,2014-9-9,NO,junior,semiconductors,used,617,2017.1050169803168,97714.80694220145,158.37083783176897
2014,Nigeria,Sub-Saharan Africa,12.099732000000001,6.6779020000000004,2014-9-9,NO,lead,semiconductors,used,534,1994.349336749846,97204.48591187154,182.03087249414145
2014,Nigeria,Sub-Saharan Africa,12.166917999999999,6.674397,2014-9-9,YES,junior,semiconductors,used,422,0.0,54857.507651697095,129.99409396136753
2014,Nigeria,Sub-Saharan Africa,12.166917999999999,6.674397,2014-9-9,YES,junior,automotive,used,654,0.0,106616.18908934837,163.02169585527272
2014,Nigeria,Sub-Saharan Africa,12.258311,6.967994,2014-9-9,NO,junior,semiconductors,used,522,1995.6301344159249,90801.85591327852,173.94991554267915
2014,Nigeria,Sub-Saharan Africa,12.101014,6.724175,2014-9-9,YES,junior,energy,used,413,0.0,70361.5178979481,170.36687142360313
2014,Nigeria,Sub-Saharan Africa,12.404778,6.614350999999999,2014-9-9,YES,senior,semiconductors,premium,453,0.0,60182.81157757154,132.85388869221092
2014,Nigeria,Sub-Saharan Africa,12.160847,6.667382000000001,2014-9-9,YES,senior,semiconductors,used,478,0.0,72682.11575411566,152.05463546886122
2014,Nigeria,Sub-Saharan Africa,12.091664,6.681905,2014-9-9,NO,junior,energy,premium,662,2007.6035399547866,90954.39275604102,137.39334253178401
2014,Nigeria,Sub-Saharan Africa,12.18225,6.919159,2014-9-9,NO,junior,energy,standard,495,2043.8731543111853,79390.47375009669,160.38479545474078
2014,Nigeria,Sub-Saharan Africa,12.090819,6.6877949999999995,2014-9-9,NO,senior,energy,used,612,1978.1077510551822,107424.46467162536,175.53017103206759
2014,Nigeria,Sub-Saharan Africa,12.083986999999999,6.977123,2014-9-9,NO,VP,semiconductors,used,477,1998.3309153957564,78091.1791187866,163.7131637710411
2014,Thailand,Southeast Asia,6.686476,101.139088,2014-9-11,NO,VP,energy,premium,519,1995.3795676877114,73815.1338153909,142.2256913591347
2014,India,South Asia,26.555211,92.203317,2014-9-13,YES,senior,energy,premium,448,0.0,40726.92078393296,90.90830532127893
2014,Nigeria,Sub-Saharan Africa,11.475219000000001,13.008511,2014-9-13,YES,senior,semiconductors,premium,314,0.0,37315.509195229046,118.83920125869122
2014,India,South Asia,33.771712,74.094631,2014-9-15,YES,senior,semiconductors,used,547,0.0,70062.9160749503,128.0857697896715
2014,Egypt,Middle East & North Africa,31.279884000000003,34.238692,2014-9-16,YES,junior,energy,standard,348,0.0,63586.96254375425,182.721156734926
2014,Nigeria,Sub-Saharan Africa,12.001128,8.517191,2014-9-17,NO,lead,energy,premium,686,1982.4285456956945,119575.62469937958,174.30849081542212
2014,Nigeria,Sub-Saharan Africa,10.277398,8.271002000000001,2014-9-17,NO,junior,automotive,premium,375,2021.558512474584,62559.22250072457,166.82459333526552
2014,Nigeria,Sub-Saharan Africa,10.282496,8.269627999999999,2014-9-17,YES,senior,semiconductors,used,740,0.0,77970.79822914548,105.3659435528993
2014,Egypt,Middle East & North Africa,30.063242,30.063242,2014-9-21,YES,senior,semiconductors,used,376,0.0,51359.35358305703,136.5940254868538
2014,China,East Asia,41.776387,84.250957,2014-9-21,YES,junior,energy,standard,481,0.0,63833.26465951414,132.70948993661983
2014,China,East Asia,41.776387,84.250957,2014-9-21,NO,junior,energy,premium,711,1997.8147525825661,108382.54186169786,152.43676773797168
2014,China,East Asia,41.776387,84.250957,2014-9-21,NO,senior,semiconductors,used,547,2006.245893610634,69059.58289698832,126.2515226635984
2014,China,East Asia,41.776387,84.250957,2014-9-21,YES,junior,automotive,used,312,0.0,50762.58506607742,162.70059316050455
2014,Nigeria,Sub-Saharan Africa,8.428727,8.278369999999999,2014-9-23,NO,junior,automotive,used,474,2014.7750875402746,73495.23365675067,155.05323556276514
2014,Nigeria,Sub-Saharan Africa,7.031136,7.777072,2014-9-23,YES,junior,automotive,used,526,0.0,75936.27188182362,144.36553589700307
2014,Nigeria,Sub-Saharan Africa,7.362728999999999,9.106825,2014-9-23,NO,junior,energy,standard,433,2001.0138856172937,70499.09766941152,162.81546805868712
2014,Nigeria,Sub-Saharan Africa,7.1849479999999994,9.047396,2014-9-23,NO,lead,semiconductors,premium,503,1982.1198429620447,55971.21539007536,111.27478208762497
2014,Nigeria,Sub-Saharan Africa,7.041013,7.809496,2014-9-23,NO,junior,semiconductors,premium,726,1982.782633533388,121251.29423168187,167.0128019720136
2014,Turkey,Middle East & North Africa,37.547104,41.718382,2014-10-9,NO,senior,energy,used,538,2025.0988782771674,86885.3886994314,161.49700501753048
2014,Nigeria,Sub-Saharan Africa,9.533333,8.7,2014-10-15,NO,junior,semiconductors,standard,510,1991.9351007028588,82939.28129437838,162.6260417536831
2014,Egypt,Middle East & North Africa,31.132070000000002,33.803259999999995,2014-10-16,NO,junior,semiconductors,used,757,2009.316835767953,103215.34765924464,136.34788330151207
2014,Egypt,Middle East & North Africa,31.131607000000002,33.802122999999995,2014-10-19,NO,junior,energy,standard,475,1981.178198860677,72466.10140349739,152.56021348104713
2014,Nigeria,Sub-Saharan Africa,7.910436,9.60173,2014-10-19,YES,senior,semiconductors,premium,480,0.0,85642.98717195453,178.42288994157195
2014,Nigeria,Sub-Saharan Africa,8.078611,9.789166999999999,2014-10-19,NO,junior,gold,used,633,2033.8846519389087,84315.1270749758,133.19925288305814
2014,Nigeria,Sub-Saharan Africa,11.674167,10.191111,2014-10-22,NO,lead,energy,used,586,2016.9403330042774,110381.88336968691,188.36498868547255
2014,Egypt,Middle East & North Africa,30.886219,34.076081,2014-10-24,YES,junior,semiconductors,standard,603,0.0,72176.10156819281,119.69502747627331
2014,Nigeria,Sub-Saharan Africa,7.935,9.875556,2014-10-27,YES,lead,gold,standard,406,0.0,67169.77468867041,165.44279479968083
2014,Nigeria,Sub-Saharan Africa,10.283322,11.166634,2014-10-31,NO,lead,automotive,used,491,2059.4057887349436,57496.34668988669,117.10050242339449
2014,Thailand,Southeast Asia,6.846621000000001,101.269406,2014-11-3,NO,senior,energy,used,496,1999.8033949788785,89957.71144765959,181.36635372512015
2014,Nigeria,Sub-Saharan Africa,11.707258,11.081767999999999,2014-11-3,YES,senior,energy,used,620,0.0,83094.06187277773,134.0226804399641
2014,Egypt,Middle East & North Africa,30.465984999999996,30.930646000000003,2014-11-5,NO,senior,semiconductors,standard,533,2035.1580726444142,69045.91954920981,129.54206294410847
2014,Nigeria,Sub-Saharan Africa,11.674167,10.191111,2014-11-7,YES,junior,semiconductors,standard,676,0.0,109722.75079797157,162.3117615354609
2014,Nigeria,Sub-Saharan Africa,8.816667,8.683333,2014-11-8,YES,junior,energy,used,357,0.0,37944.17337031599,106.28619991685152
2014,Egypt,Middle East & North Africa,29.308393,30.842839,2014-11-9,YES,senior,automotive,standard,542,0.0,95256.88183959798,175.7507045011033
2014,Nigeria,Sub-Saharan Africa,11.707258,11.081767999999999,2014-11-10,NO,senior,energy,used,558,2014.499895723319,102660.66153747439,183.97968017468529
2014,Thailand,Southeast Asia,6.384576,101.502075,2014-11-10,NO,junior,energy,standard,425,2026.124447519895,58579.0430537975,137.83304247952353
2014,Egypt,Middle East & North Africa,31.417651,31.814312,2014-11-12,NO,senior,energy,used,499,2021.76245294149,64744.498773078725,129.7484945352279
2014,Nigeria,Sub-Saharan Africa,10.403382,5.472456,2014-11-12,YES,senior,energy,premium,568,0.0,76845.42958133858,135.29124926292005
2014,Nigeria,Sub-Saharan Africa,11.963365,8.57773,2014-11-14,NO,senior,semiconductors,used,373,1959.8501667670173,26053.27220550264,69.84791476006069
2014,Nigeria,Sub-Saharan Africa,11.674167,10.191111,2014-11-16,NO,senior,energy,premium,374,1984.24918230093,52863.825512853015,141.34712703971394
2014,India,South Asia,23.788135999999998,91.734445,2014-11-17,NO,senior,semiconductors,standard,465,1987.530063335878,52437.46543942903,112.76874288049252
2014,India,South Asia,25.358245,90.660264,2014-11-19,NO,junior,energy,used,530,2020.0388858914553,88642.89343350267,167.25074232736353
2014,India,South Asia,27.182106,95.110638,2014-11-23,YES,senior,semiconductors,standard,539,0.0,63012.42857865345,116.9061754706001
2014,Nigeria,Sub-Saharan Africa,11.833333,13.15,2014-11-25,YES,senior,semiconductors,standard,361,0.0,76190.323359257,211.05352731096124
2014,India,South Asia,32.519224,74.799533,2014-11-27,NO,senior,energy,standard,388,2017.0388517474667,61697.39557224946,159.013906114045
2014,Nigeria,Sub-Saharan Africa,10.34782,13.325363000000001,2014-11-27,NO,junior,semiconductors,standard,620,1990.9570682734607,79848.42000570142,128.78777420274423
2014,Thailand,Southeast Asia,6.81352,101.428248,2014-11-27,NO,junior,energy,used,369,2030.0982279031487,67430.35812380741,182.73809789649704
2014,Nigeria,Sub-Saharan Africa,12.0,8.516667,2014-11-28,NO,senior,semiconductors,used,486,1979.903648458636,96323.71166502984,198.19693758236593
2014,China,East Asia,38.414217,77.245761,2014-11-28,NO,senior,energy,used,626,1998.1181427708395,101596.82632089785,162.29524971389432
2014,Nigeria,Sub-Saharan Africa,11.833435,13.153194000000001,2014-12-1,YES,junior,energy,standard,631,0.0,102613.87516526983,162.62103829678261
2014,Nigeria,Sub-Saharan Africa,11.833435,13.153194000000001,2014-12-1,YES,junior,energy,standard,507,0.0,102060.57176022726,201.30290288013268
2014,India,South Asia,18.404645000000002,81.58841899999999,2014-12-1,NO,senior,energy,used,444,1993.505889468803,57383.82839354219,129.24285674221215
2014,Russia,Eastern Europe,43.31801,45.702284999999996,2014-12-4,NO,junior,energy,premium,645,2022.7076840673305,99537.92304300709,154.32236130698774
2014,Russia,Eastern Europe,43.31801,45.702284999999996,2014-12-4,NO,lead,energy,used,517,2022.8090529487263,124781.89240115367,241.35762553414636
2014,Egypt,Middle East & North Africa,30.594712,32.302438,2014-12-4,YES,junior,gold,used,490,0.0,72624.52143414166,148.2133090492687
2014,Thailand,Southeast Asia,6.5411019999999995,101.280407,2014-12-4,YES,VP,automotive,standard,566,0.0,69490.71804551543,122.77512022175871
2014,India,South Asia,34.100845,74.107846,2014-12-5,NO,lead,energy,standard,527,1997.2048425234952,73670.6343860167,139.7924751157812
2014,India,South Asia,34.138571,74.799555,2014-12-5,NO,senior,energy,premium,637,1988.583756666765,108261.16769350882,169.95473735244713
2014,Nigeria,Sub-Saharan Africa,12.000528,8.520351,2014-12-10,NO,junior,energy,standard,488,2001.960080113114,64027.31402618363,131.20351234873695
2014,Nigeria,Sub-Saharan Africa,9.932665,8.885475999999999,2014-12-11,YES,lead,energy,standard,323,0.0,50660.37586483905,156.84326893139024
2014,Nigeria,Sub-Saharan Africa,9.932665,8.885475999999999,2014-12-11,NO,senior,energy,used,520,1986.292537866606,78223.12314979317,150.42908298037148
2014,Nigeria,Sub-Saharan Africa,10.903879,7.481392,2014-12-17,NO,junior,energy,used,535,1954.6609993418595,50005.0702655604,93.46742105712224
2014,Nigeria,Sub-Saharan Africa,10.283709,11.168021000000001,2014-12-22,NO,junior,semiconductors,standard,488,1999.637389700148,77999.72535043441,159.83550276728363
2014,Nigeria,Sub-Saharan Africa,10.316514,9.846587,2014-12-22,NO,senior,automotive,used,476,1996.286951830431,69705.35921433894,146.43983028222468
2014,India,South Asia,26.502959999999998,94.22949100000001,2014-12-23,YES,junior,semiconductors,standard,538,0.0,49795.97692900953,92.55757793496196
2014,India,South Asia,26.38669,90.702219,2014-12-23,NO,senior,semiconductors,used,378,2011.210378373513,58025.30883007062,153.50610801605984
2014,Egypt,Middle East & North Africa,31.132091,33.803268,2014-12-25,NO,senior,energy,used,389,2015.9725885825108,36048.73821369422,92.6702781843039
2015,Nigeria,Sub-Saharan Africa,9.228089,8.460458000000001,2015-1-2,YES,lead,gold,premium,518,0.0,101098.6267740196,195.171094158339
2015,Turkey,Middle East & North Africa,41.006890000000006,28.976725,2015-1-6,NO,junior,semiconductors,used,493,2001.0996736394613,84097.68572031675,170.58354101484127
2015,France,Western Europe,48.859171999999994,2.3705529999999997,2015-1-7,YES,VP,automotive,premium,507,0.0,60604.95221428318,119.53639489996682
2015,France,Western Europe,49.062076,2.699313,2015-1-9,YES,junior,semiconductors,used,502,0.0,74213.88573752285,147.8364257719579
2015,France,Western Europe,48.847155,2.415619,2015-1-9,YES,junior,energy,used,554,0.0,90623.48341860929,163.58029497943915
2015,Nigeria,Sub-Saharan Africa,11.833345,13.15,2015-1-10,NO,junior,semiconductors,premium,566,1976.0837113435773,72263.91461962173,127.67476081205253
2015,Nigeria,Sub-Saharan Africa,11.709427,11.096525,2015-1-11,NO,junior,energy,premium,626,1992.7858040700119,116295.32556612606,185.77528045707038
2015,Nigeria,Sub-Saharan Africa,11.709427,11.096525,2015-1-11,NO,junior,automotive,premium,512,2010.482026486731,75528.03765966087,147.51569855402514
2015,Nigeria,Sub-Saharan Africa,10.286099,11.173855999999999,2015-1-13,NO,junior,energy,used,450,2030.2200715539102,64738.097286763936,143.86243841503097
2015,Nigeria,Sub-Saharan Africa,11.709427,11.096525,2015-1-18,YES,senior,semiconductors,used,307,0.0,48156.41420641669,156.8612840599892
2015,Thailand,Southeast Asia,6.491822,101.3885,2015-1-23,YES,junior,energy,premium,541,0.0,80853.60745505276,149.4521394732953
2015,India,South Asia,25.561346,84.666795,2015-1-23,NO,lead,energy,premium,482,1982.168970058489,91442.1304328588,189.71396355364897
2015,Nigeria,Sub-Saharan Africa,9.837465,8.404484,2015-1-27,YES,junior,semiconductors,used,414,0.0,77731.74558084513,187.75783956725877
2015,Egypt,Middle East & North Africa,31.132112,33.803321000000004,2015-1-29,NO,junior,energy,used,329,2020.482553190298,44130.15261588579,134.134202479896
2015,Nigeria,Sub-Saharan Africa,7.875101,9.778547999999999,2015-1-30,NO,junior,automotive,used,494,1990.6836285235338,109651.49727788764,221.9665936799345
2015,Egypt,Middle East & North Africa,31.280267,34.240190999999996,2015-2-1,YES,junior,semiconductors,standard,526,0.0,74621.56329471855,141.86608991391358
2015,Egypt,Middle East & North Africa,31.280267,34.240190999999996,2015-2-1,YES,senior,energy,used,630,0.0,73010.9686427523,115.89042641706715
2015,Nigeria,Sub-Saharan Africa,10.283553,11.166846000000001,2015-2-2,NO,junior,energy,used,636,1989.9047194935645,51278.81967107113,80.62707495451436
2015,India,South Asia,25.095385999999998,94.361652,2015-2-5,NO,VP,energy,used,662,2032.671114733751,101423.19370889895,153.20724125211322
2015,Nigeria,Sub-Saharan Africa,10.611011999999999,12.195089,2015-2-12,YES,senior,energy,premium,603,0.0,69744.25655115487,115.66211700025684
2015,India,South Asia,27.108840999999998,94.849721,2015-2-13,NO,lead,energy,standard,486,2004.0003701061664,51277.66885316652,105.50960669375827
2015,Egypt,Middle East & North Africa,31.211645,34.110425,2015-2-14,NO,junior,automotive,used,554,2009.2904562498804,52887.94032740611,95.4655962588558
2015,Egypt,Middle East & North Africa,30.465684999999997,31.184652000000003,2015-2-15,NO,senior,energy,standard,444,1966.1024444821599,57423.23952758758,129.3316205576297
2015,Nigeria,Sub-Saharan Africa,11.707236,11.082491000000001,2015-2-17,YES,VP,energy,used,519,0.0,80533.01168739914,155.16957935915056
2015,Thailand,Southeast Asia,6.015439,101.952028,2015-2-19,NO,junior,energy,standard,338,2008.448257619958,35015.87793564219,103.59727199894138
2015,Egypt,Middle East & North Africa,29.966834000000002,32.549628000000006,2015-2-18,NO,lead,energy,standard,478,2013.8642269059455,63644.038304178845,133.14652364890972
2015,Egypt,Middle East & North Africa,29.07335,31.096894,2015-2-21,NO,junior,energy,standard,545,2028.5831373697533,55383.20920920853,101.62056735634593
2015,India,South Asia,24.453749,84.58434399999999,2015-2-24,YES,lead,energy,premium,531,0.0,100607.17951697749,189.46738138790488
2015,Nigeria,Sub-Saharan Africa,11.707236,11.082491000000001,2015-2-24,NO,junior,automotive,standard,523,1995.509131557195,64607.108050085204,123.5317553538914
2015,Egypt,Middle East & North Africa,31.280267,34.240190999999996,2015-2-27,NO,junior,automotive,used,513,2005.789876875412,32257.287043852266,62.87970183986796
2015,Egypt,Middle East & North Africa,24.088856,32.899651,2015-3-1,NO,junior,automotive,standard,545,2009.7145383909913,78015.51832239411,143.14774004109012
2015,Egypt,Middle East & North Africa,30.044420000000002,31.2357,2015-3-2,NO,junior,energy,standard,593,1992.0737465281627,81293.60769647814,137.08871449659046
2015,Egypt,Middle East & North Africa,31.172221999999998,34.196667,2015-3-5,YES,VP,automotive,standard,614,0.0,100989.7551387623,164.47842856475944
2015,Nigeria,Sub-Saharan Africa,11.833071,13.150045,2015-3-7,NO,junior,energy,used,540,1997.958621983234,67385.1374404726,124.78729155643073
2015,Nigeria,Sub-Saharan Africa,11.836016,13.153422,2015-3-7,YES,lead,energy,used,441,0.0,72582.70876867959,164.58664119881993
2015,Nigeria,Sub-Saharan Africa,11.833333,13.15,2015-3-7,YES,senior,energy,used,424,0.0,63969.390260210945,150.87120344389373
2015,Egypt,Middle East & North Africa,31.238023,29.999353999999997,2015-3-8,NO,senior,automotive,used,374,1999.18839190274,55548.02507432824,148.5241312147814
2015,Nigeria,Sub-Saharan Africa,11.80809,12.492523,2015-3-8,YES,lead,semiconductors,used,383,0.0,55814.29586723032,145.729232029322
2015,Egypt,Middle East & North Africa,31.211645,34.110425,2015-3-9,NO,junior,energy,premium,438,1986.946866990833,52609.48052899625,120.11296924428368
2015,Egypt,Middle East & North Africa,31.132083,33.803265,2015-3-10,NO,junior,semiconductors,premium,550,2015.9405108790925,87980.4293819215,159.9644170580391
2015,Egypt,Middle East & North Africa,31.132208000000002,33.803276000000004,2015-3-10,NO,junior,semiconductors,standard,365,2030.4957845812562,50858.86251473381,139.3393493554351
2015,India,South Asia,25.594539,90.25027,2015-3-10,YES,senior,energy,standard,521,0.0,73806.7449796943,141.663618003252
2015,Nigeria,Sub-Saharan Africa,11.833071,13.150045,2015-3-10,YES,lead,automotive,standard,393,0.0,69191.73356558807,176.0603907521325
2015,India,South Asia,24.819757,93.950179,2015-3-11,YES,lead,automotive,standard,456,0.0,69578.7037470453,152.58487663825724
2015,Nigeria,Sub-Saharan Africa,7.2172149999999995,8.980391000000001,2015-3-11,NO,senior,energy,used,597,2015.9973336986895,107642.26148006556,180.3052956115001
2015,China,East Asia,39.470107,75.989761,2015-3-12,NO,junior,semiconductors,standard,514,1999.9023670357305,63998.949439770324,124.51157478554538
2015,India,South Asia,24.18,86.3,2015-3-13,NO,senior,semiconductors,used,526,2025.0538362555437,90586.32447386697,172.21734690849235
2015,Nigeria,Sub-Saharan Africa,7.643136999999999,10.210797999999999,2015-3-21,NO,senior,semiconductors,standard,531,1999.5074164919722,67206.69914765276,126.5662884136587
2015,Egypt,Middle East & North Africa,31.161111,33.953889000000004,2015-3-24,NO,senior,energy,premium,412,1983.1575001796232,45856.467200705374,111.302104856081
2015,Turkey,Middle East & North Africa,41.081403,28.981972999999996,2015-3-25,NO,senior,energy,standard,548,1995.0760266842185,91321.35002413353,166.64479931411228
2015,Nigeria,Sub-Saharan Africa,10.906661,12.089108,2015-3-27,YES,junior,automotive,premium,473,0.0,66028.75551531359,139.59567762222747
2015,Nigeria,Sub-Saharan Africa,10.749466,12.151123,2015-3-28,NO,lead,energy,used,470,2009.0337126648656,70099.96381504362,149.14885918094387
2015,Nigeria,Sub-Saharan Africa,11.512042,7.864858,2015-4-1,NO,VP,semiconductors,standard,568,1990.698403242723,84283.86847768635,148.38709239029288
2015,Nigeria,Sub-Saharan Africa,10.484913,12.380308,2015-4-5,YES,senior,energy,used,409,0.0,65402.586433386794,159.90852428700927
2015,Egypt,Middle East & North Africa,31.131088000000002,33.802708,2015-4-12,NO,senior,gold,used,326,1985.6885885546571,55614.0633142788,170.595286240119
2015,India,South Asia,22.692501999999998,88.465448,2015-4-25,YES,senior,automotive,used,375,0.0,62464.57329207791,166.5721954455411
2015,India,South Asia,26.420131,95.019992,2015-5-3,NO,junior,semiconductors,used,357,1997.0368934452779,65186.2431748802,182.5945186971434
2015,Nigeria,Sub-Saharan Africa,6.8914789999999995,9.232445,2015-5-9,NO,junior,semiconductors,standard,540,1988.793808545865,60903.29360378078,112.78387704403849
2015,Nigeria,Sub-Saharan Africa,11.78606,14.537057,2015-5-13,YES,senior,energy,used,593,0.0,83229.28221788334,140.35292110941543
2015,India,South Asia,23.744186,84.504429,2015-5-13,YES,lead,energy,standard,443,0.0,44615.92683872501,100.71315313481944
2015,Nigeria,Sub-Saharan Africa,11.745897,11.967161,2015-5-16,NO,senior,semiconductors,standard,419,1989.2621347650718,71909.02014490124,171.62057313818912
2015,Egypt,Middle East & North Africa,31.132092999999998,33.803276000000004,2015-5-22,NO,junior,energy,premium,491,1958.080286745593,71286.40980279558,145.1861706777914
2015,Egypt,Middle East & North Africa,30.5375,31.678611,2015-5-23,NO,lead,energy,used,491,1970.4105151784345,80272.05650186814,163.48687678588215
2015,India,South Asia,24.795451999999997,84.999431,2015-5-26,NO,lead,semiconductors,used,602,1983.8125418358873,85844.27405479818,142.59846188504682
2015,Thailand,Southeast Asia,6.801624,101.151927,2015-5-28,NO,lead,semiconductors,used,443,2004.6972185717948,83797.91680430465,189.16008307969446
2015,Nigeria,Sub-Saharan Africa,11.830475,13.159667,2015-5-30,YES,lead,energy,premium,617,0.0,117660.05072967322,190.69700280336016
2015,Nigeria,Sub-Saharan Africa,11.831674000000001,13.168748,2015-5-30,YES,senior,semiconductors,standard,456,0.0,94438.81373151709,207.10266169192346
2015,India,South Asia,24.211913,94.104948,2015-6-4,NO,junior,energy,standard,371,2036.067726846068,56113.416476425606,151.24910101462427
2015,Nigeria,Sub-Saharan Africa,11.831097999999999,13.150967000000001,2015-6-6,YES,junior,semiconductors,premium,398,0.0,68191.02293032364,171.33422846814986
2015,Nigeria,Sub-Saharan Africa,10.768889,13.145556,2015-6-8,NO,VP,energy,used,541,2008.6057664311677,76789.08688727094,141.93916245336587
2015,Egypt,Middle East & North Africa,31.211645,34.110425,2015-6-8,NO,senior,semiconductors,premium,552,2056.8219115822058,94974.56299987309,172.05536775339328
2015,Egypt,Middle East & North Africa,25.718835000000002,32.657270000000004,2015-6-10,NO,VP,energy,used,552,2015.5812579986416,75610.0185929677,136.97467136407192
2015,Nigeria,Sub-Saharan Africa,12.154722,11.770833,2015-6-14,NO,junior,energy,standard,590,2006.8009073543576,113418.84475520012,192.23533009355953
2015,Nigeria,Sub-Saharan Africa,4.974080000000001,8.342447,2015-6-15,NO,senior,semiconductors,used,628,1979.6266502947353,78728.6703696802,125.3641247924844
2015,Egypt,Middle East & North Africa,31.132092999999998,33.803276000000004,2015-6-17,NO,lead,energy,used,400,2036.5070854469218,68001.28315976665,170.00320789941662
2015,India,South Asia,34.285858000000005,74.461454,2015-6-20,NO,VP,semiconductors,used,565,1998.9370167829375,123961.74341185558,219.40131577319573
2015,France,Western Europe,45.641734,5.124706,2015-6-26,NO,senior,semiconductors,used,681,2003.6963798806808,105060.24105938023,154.2734817318359
2015,Nigeria,Sub-Saharan Africa,11.831097999999999,13.150967000000001,2015-6-27,YES,lead,energy,standard,415,0.0,74395.33049492515,179.26585661427745
2015,Egypt,Middle East & North Africa,30.090984000000002,31.322709000000003,2015-6-29,YES,VP,automotive,used,781,0.0,125429.30373254971,160.60090106600475
2015,Egypt,Middle East & North Africa,31.211645,34.110425,2015-6-29,NO,VP,semiconductors,standard,432,1987.363092035138,49622.27308188053,114.86637287472344
2015,Egypt,Middle East & North Africa,29.938126,30.91398,2015-6-30,NO,junior,semiconductors,premium,583,2006.2737711791563,87397.26607741856,149.90954730260475
2015,Egypt,Middle East & North Africa,31.211645,34.110425,2015-6-30,NO,senior,automotive,standard,551,1989.4303167702228,74430.28118335186,135.08218000608323
2015,Nigeria,Sub-Saharan Africa,4.8073690000000004,8.237705,2015-6-29,NO,junior,semiconductors,used,391,2027.5891189953757,62810.166934362634,160.63981313136225
2015,Nigeria,Sub-Saharan Africa,11.831097999999999,13.150967000000001,2015-7-3,YES,senior,semiconductors,used,511,0.0,91415.6708009525,178.8956375752495
2015,Egypt,Middle East & North Africa,31.211645,34.110425,2015-7-4,NO,junior,energy,used,383,1966.9014984785451,61039.5558426209,159.3722084663731
2015,Nigeria,Sub-Saharan Africa,9.933333,8.883333,2015-7-5,NO,junior,semiconductors,premium,521,1975.316965622941,87567.5990773783,168.0760059066762
2015,Nigeria,Sub-Saharan Africa,11.066583999999999,7.699986,2015-7-7,NO,junior,semiconductors,premium,547,2007.5069951457579,101240.1575095127,185.08255486199764
2015,Thailand,Southeast Asia,6.023137,101.96611700000001,2015-7-11,NO,junior,semiconductors,used,487,2042.3596064281871,57326.63527806729,117.71383013976856
2015,Egypt,Middle East & North Africa,30.093718,31.266307,2015-7-11,YES,VP,energy,used,507,0.0,112158.15929157413,221.21924909580696
2015,Egypt,Middle East & North Africa,31.280267,34.240190999999996,2015-7-11,NO,senior,energy,premium,349,1999.719147169455,57027.76489062939,163.40333779549968
2015,Turkey,Middle East & North Africa,40.793352,42.609534000000004,2015-7-12,YES,lead,semiconductors,standard,606,0.0,115044.91278329743,189.8430904014809
2015,Thailand,Southeast Asia,6.285826999999999,101.690104,2015-7-14,NO,junior,energy,standard,554,1998.601563420078,82361.08495073131,148.6662183226197
2015,Turkey,Middle East & North Africa,36.975120000000004,38.424287,2015-7-20,NO,lead,energy,premium,540,2030.6697624137257,60869.71513177362,112.72169468846967
2015,Nigeria,Sub-Saharan Africa,10.907588,12.088498,2015-7-21,YES,junior,energy,standard,510,0.0,85980.46477174395,168.58914661126266
2015,Nigeria,Sub-Saharan Africa,10.28397,11.165830999999999,2015-7-22,NO,VP,energy,used,477,1996.3653678806909,73494.87914299799,154.07731476519496
2015,Egypt,Middle East & North Africa,31.280267,34.240190999999996,2015-7-23,YES,junior,semiconductors,premium,574,0.0,75304.5494085743,131.19259478845697
